study_accession	sample_accession	analysis_accession	analysis_type	tax_id	scientific_name	submitted_ftp
PRJEB11750	SAMEA3466477	ERZ368822	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368822/HPSI0514i-qihv_1.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368822/HPSI0514i-qihv_1.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3754201	ERZ368823	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368823/HPSI0115i-melw_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368823/HPSI0115i-melw_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3847037	ERZ368824	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368824/HPSI0215i-deyz_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368824/HPSI0215i-deyz_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3249310	ERZ368825	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368825/HPSI0215pf-fawm.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368825/HPSI0215pf-fawm.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3848359	ERZ368826	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368826/HPSI1013i-sita_1.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368826/HPSI1013i-sita_1.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3483998	ERZ368827	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368827/HPSI0215i-hipn_1.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368827/HPSI0215i-hipn_1.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3107604	ERZ368828	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368828/HPSI1014pf-kefb.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368828/HPSI1014pf-kefb.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3325332	ERZ368829	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368829/HPSI1014i-boss_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368829/HPSI1014i-boss_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3448741	ERZ368830	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368830/HPSI0814i-doao_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368830/HPSI0814i-doao_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3965164	ERZ368831	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368831/HPSI0414i-oaqd_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368831/HPSI0414i-oaqd_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2547613	ERZ368832	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368832/HPSI0114i-wegi_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368832/HPSI0114i-wegi_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3962562	ERZ368833	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368833/HPSI0614i-paab_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368833/HPSI0614i-paab_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2531391	ERZ368834	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368834/HPSI0514pf-sohd.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368834/HPSI0514pf-sohd.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2586991	ERZ368835	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368835/HPSI0614pf-denw.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368835/HPSI0614pf-denw.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3311872	ERZ368836	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368836/HPSI0514i-toco_5.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368836/HPSI0514i-toco_5.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2769869	ERZ368837	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368837/HPSI0914pf-laey.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368837/HPSI0914pf-laey.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3206414	ERZ368838	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368838/HPSI0115pf-iiyk.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368838/HPSI0115pf-iiyk.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA2464791	ERZ368839	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368839/HPSI1213i-aegt_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368839/HPSI1213i-aegt_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2517312	ERZ368840	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368840/HPSI0514pf-vuna.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368840/HPSI0514pf-vuna.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2472102	ERZ368841	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368841/HPSI0414pf-seru.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368841/HPSI0414pf-seru.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA4303614	ERZ368842	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368842/HPSI1014i-vils_1.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368842/HPSI1014i-vils_1.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3973284	ERZ368843	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368843/HPSI0715i-aowh_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368843/HPSI0715i-aowh_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2743226	ERZ368844	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368844/HPSI0914pf-euts.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368844/HPSI0914pf-euts.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3853131	ERZ368845	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368845/HPSI1014i-juuy_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368845/HPSI1014i-juuy_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA2517313	ERZ368846	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368846/HPSI0514pf-yelp.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368846/HPSI0514pf-yelp.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2570429	ERZ368847	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368847/HPSI0614pf-ciwj.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368847/HPSI0614pf-ciwj.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3311866	ERZ368848	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368848/HPSI1114i-ziyn_6.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368848/HPSI1114i-ziyn_6.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3107598	ERZ368849	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368849/HPSI1014pf-tuju.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368849/HPSI1014pf-tuju.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3854215	ERZ368850	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368850/HPSI0914i-kajh_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368850/HPSI0914i-kajh_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3853136	ERZ368851	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368851/HPSI0714i-jilk_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368851/HPSI0714i-jilk_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3847036	ERZ368852	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368852/HPSI0215i-deyz_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368852/HPSI0215i-deyz_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3182889	ERZ368853	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368853/HPSI0115pf-aion.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368853/HPSI0115pf-aion.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3483996	ERZ368854	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368854/HPSI0215i-hipn_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368854/HPSI0215i-hipn_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3374092	ERZ368855	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368855/HPSI1014i-bilx_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368855/HPSI1014i-bilx_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3753601	ERZ368856	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368856/HPSI0115i-gifk_1.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368856/HPSI0115i-gifk_1.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3968761	ERZ368857	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368857/HPSI0214i-poih_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368857/HPSI0214i-poih_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA4343052	ERZ368858	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368858/HPSI0914i-suop_5.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368858/HPSI0914i-suop_5.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3477717	ERZ368859	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368859/HPSI0715pf-meue.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368859/HPSI0715pf-meue.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3962619	ERZ368860	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368860/HPSI0514i-naah_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368860/HPSI0514i-naah_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3257660	ERZ368861	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368861/HPSI0215pf-douz.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368861/HPSI0215pf-douz.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3106372	ERZ368862	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368862/HPSI1014pf-roug.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368862/HPSI1014pf-roug.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA2649532	ERZ368863	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368863/HPSI0714pf-burb.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368863/HPSI0714pf-burb.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3962387	ERZ368864	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368864/HPSI0614i-miaj_6.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368864/HPSI0614i-miaj_6.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA2661679	ERZ368865	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368865/HPSI0714pf-jilk.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368865/HPSI0714pf-jilk.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3847979	ERZ368866	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368866/HPSI0914i-gine_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368866/HPSI0914i-gine_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3755284	ERZ368867	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368867/HPSI0115i-uolo_5.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368867/HPSI0115i-uolo_5.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA3854232	ERZ368868	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368868/HPSI0614i-denw_6.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368868/HPSI0614i-denw_6.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3754916	ERZ368869	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368869/HPSI0215i-fawm_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368869/HPSI0215i-fawm_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3220399	ERZ368870	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368870/HPSI0115pf-paim.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368870/HPSI0115pf-paim.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2459969	ERZ368871	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368871/HPSI1113i-hajc_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368871/HPSI1113i-hajc_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3962381	ERZ368872	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368872/HPSI0714i-keui_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368872/HPSI0714i-keui_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA2724748	ERZ368873	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368873/HPSI0814pf-doao.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368873/HPSI0814pf-doao.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3962563	ERZ368874	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368874/HPSI0514i-puie_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368874/HPSI0514i-puie_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA4089842	ERZ368875	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368875/HPSI0115i-vazt_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368875/HPSI0115i-vazt_2.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2555013	ERZ368876	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368876/HPSI0514pf-kuco.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368876/HPSI0514pf-kuco.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2398034	ERZ368877	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368877/HPSI1013pf-sita.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368877/HPSI1013pf-sita.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3963885	ERZ368878	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368878/HPSI1014i-qayj_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368878/HPSI1014i-qayj_3.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2619287	ERZ368879	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368879/HPSI0614pf-uilk.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368879/HPSI0614pf-uilk.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi
PRJEB11750	SAMEA2590622	ERZ368880	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368880/HPSI0614pf-miaj.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368880/HPSI0614pf-miaj.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA3974244	ERZ368881	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368881/HPSI1213i-tolg_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368881/HPSI1213i-tolg_4.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
PRJEB11750	SAMEA2474452	ERZ368882	SEQUENCE_VARIATION	9606	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368882/HPSI0414pf-mita.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz.tbi;ftp.sra.ebi.ac.uk/vol1/ERZ368/ERZ368882/HPSI0414pf-mita.wec.gtarray.HumanCoreExome-12_v1_0.20160912.genotypes.vcf.gz
